ssfe-ttt,ssfe-svd,c_coherence
45.61323408442467,15.835717299328909,0.1225918784302794
168.15835579420255,16.234868840348092,0.10706652320687744
222.7175871777552,7.990197516789858,0.11552097725947626
4.461948068627432,7.057305541706379,0.11498930576588622
158.29914958123004,3.667450949076217,0.11315003634370072
1.2351042527486544,1.127643492971405,0.08423674915302634
3.1438781791126,3.0180578600513965,0.11822402346330381
2.618496139492446,2.481105904332771,0.11627687373162728
2.000030240844094,2.2940417622744307,0.1100255918573407
1.5543487542859264,2.4345002376648948,0.095878370957253
